<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
20221123;130000;16.576.0000000;16.584.0000000;16.475.0000000;16.498.0000000;46
20221123;140000;16.492.0000000;16.523.0000000;16.390.0000000;16.398.0000000;118
20221123;150000;16.390.0000000;16.463.0000000;16.343.0000000;16.456.0000000;89
20221123;160000;16.459.0000000;16.485.0000000;16.402.0000000;16.416.0000000;65
20221123;170000;16.417.0000000;16.444.0000000;16.331.0000000;16.334.0000000;158
20221123;180000;16.339.0000000;16.375.0000000;16.334.0000000;16.373.0000000;91
20221123;190000;16.371.0000000;16.546.0000000;16.370.0000000;16.525.0000000;57
20221123;200000;16.519.0000000;16.640.0000000;16.388.0000000;16.454.0000000;209
20221123;210000;16.453.0000000;16.595.0000000;16.416.0000000;16.595.0000000;114
20221123;220000;16.594.0000000;16.594.0000000;16.471.0000000;16.472.0000000;33
20221123;230000;16.472.0000000;16.505.0000000;16.445.0000000;16.492.0000000;19
20221124;000000;16.491.0000000;16.647.0000000;16.482.0000000;16.603.0000000;74
20221124;010000;16.594.0000000;16.606.0000000;16.525.0000000;16.538.0000000;22
20221124;020000;16.546.0000000;16.770.0000000;16.527.0000000;16.734.0000000;228
20221124;030000;16.737.0000000;16.783.0000000;16.665.0000000;16.679.0000000;94
20221124;040000;16.683.0000000;16.750.0000000;16.673.0000000;16.703.0000000;36
20221124;050000;16.701.0000000;16.724.0000000;16.648.0000000;16.681.0000000;46
20221124;060000;16.683.0000000;16.686.0000000;16.636.0000000;16.644.0000000;34
20221124;070000;16.645.0000000;16.700.0000000;16.628.0000000;16.694.0000000;21
20221124;080000;16.696.0000000;16.696.0000000;16.604.0000000;16.607.0000000;32
20221124;090000;16.608.0000000;16.624.0000000;16.514.0000000;16.572.0000000;90
20221124;100000;16.575.0000000;16.598.0000000;16.546.0000000;16.585.0000000;55
20221124;110000;16.581.0000000;16.595.0000000;16.492.0000000;16.537.0000000;33
20221124;120000;16.537.0000000;16.561.0000000;16.524.0000000;16.558.0000000;20
20221124;130000;16.554.0000000;16.564.0000000;16.491.0000000;16.524.0000000;32
20221124;140000;16.524.0000000;16.586.0000000;16.521.0000000;16.573.0000000;56
20221124;150000;16.573.0000000;16.579.0000000;16.456.0000000;16.523.0000000;90
20221124;160000;16.522.0000000;16.560.0000000;16.491.0000000;16.545.0000000;74
20221124;170000;16.545.0000000;16.648.0000000;16.511.0000000;16.610.0000000;121
20221124;180000;16.610.0000000;16.646.0000000;16.574.0000000;16.577.0000000;73
20221124;190000;16.575.0000000;16.590.0000000;16.537.0000000;16.576.0000000;44
20221124;200000;16.570.0000000;16.580.0000000;16.546.0000000;16.563.0000000;23
20221124;210000;16.567.0000000;16.578.0000000;16.544.0000000;16.553.0000000;18
20221124;220000;16.552.0000000;16.560.0000000;16.529.0000000;16.543.0000000;26
20221124;230000;16.542.0000000;16.616.0000000;16.535.0000000;16.596.0000000;45
20221125;000000;16.597.0000000;16.605.0000000;16.555.0000000;16.591.0000000;39
20221125;010000;16.589.0000000;16.604.0000000;16.505.0000000;16.517.0000000;47
20221125;020000;16.517.0000000;16.539.0000000;16.505.0000000;16.512.0000000;16
20221125;030000;16.517.0000000;16.517.0000000;16.465.0000000;16.514.0000000;27
20221125;040000;16.513.0000000;16.513.0000000;16.468.0000000;16.477.0000000;14
20221125;050000;16.477.0000000;16.487.0000000;16.353.0000000;16.366.0000000;59
20221125;060000;16.376.0000000;16.404.0000000;16.354.0000000;16.354.0000000;53
20221125;070000;16.353.0000000;16.424.0000000;16.339.0000000;16.415.0000000;65
20221125;080000;16.416.0000000;16.455.0000000;16.409.0000000;16.450.0000000;95
20221125;090000;16.451.0000000;16.477.0000000;16.419.0000000;16.440.0000000;43
20221125;100000;16.440.0000000;16.466.0000000;16.430.0000000;16.435.0000000;41
20221125;110000;16.436.0000000;16.495.0000000;16.405.0000000;16.463.0000000;79
20221125;120000;16.463.0000000;16.566.0000000;16.462.0000000;16.519.0000000;95
20221125;130000;16.523.0000000;16.566.0000000;16.492.0000000;16.501.0000000;48
20221125;140000;16.496.0000000;16.499.0000000;16.463.0000000;16.470.0000000;38
20221125;150000;16.472.0000000;16.527.0000000;16.427.0000000;16.522.0000000;55
20221125;160000;16.523.0000000;16.546.0000000;16.468.0000000;16.498.0000000;91
20221125;170000;16.497.0000000;16.499.0000000;16.450.0000000;16.473.0000000;55
20221125;180000;16.471.0000000;16.516.0000000;16.462.0000000;16.501.0000000;75
20221125;190000;16.501.0000000;16.509.0000000;16.471.0000000;16.483.0000000;45
20221125;200000;16.483.0000000;16.527.0000000;16.483.0000000;16.512.0000000;68
20221125;210000;16.514.0000000;16.597.0000000;16.509.0000000;16.519.0000000;95
20221125;220000;16.518.0000000;16.526.0000000;16.487.0000000;16.493.0000000;31
20221125;230000;16.493.0000000;16.521.0000000;16.477.0000000;16.513.0000000;27
20221126;000000;16.515.0000000;16.556.0000000;16.489.0000000;16.508.0000000;62
20221126;010000;16.511.0000000;16.570.0000000;16.502.0000000;16.568.0000000;85
20221126;020000;16.567.0000000;16.685.0000000;16.567.0000000;16.620.0000000;128
20221126;030000;16.624.0000000;16.648.0000000;16.614.0000000;16.617.0000000;34
20221126;040000;16.617.0000000;16.630.0000000;16.597.0000000;16.613.0000000;24
20221126;050000;16.613.0000000;16.628.0000000;16.598.0000000;16.620.0000000;22
20221126;060000;16.622.0000000;16.636.0000000;16.616.0000000;16.620.0000000;20
20221126;070000;16.621.0000000;16.621.0000000;16.531.0000000;16.544.0000000;43
20221126;080000;16.544.0000000;16.584.0000000;16.529.0000000;16.575.0000000;32
20221126;090000;16.576.0000000;16.585.0000000;16.567.0000000;16.567.0000000;38
20221126;100000;16.567.0000000;16.590.0000000;16.567.0000000;16.582.0000000;30
20221126;110000;16.582.0000000;16.622.0000000;16.582.0000000;16.591.0000000;31
20221126;120000;16.590.0000000;16.594.0000000;16.555.0000000;16.570.0000000;53
20221126;130000;16.570.0000000;16.582.0000000;16.556.0000000;16.576.0000000;59
20221126;140000;16.576.0000000;16.599.0000000;16.575.0000000;16.594.0000000;26
20221126;150000;16.593.0000000;16.677.0000000;16.542.0000000;16.558.0000000;56
20221126;160000;16.549.0000000;16.567.0000000;16.483.0000000;16.505.0000000;50
20221126;170000;16.505.0000000;16.519.0000000;16.493.0000000;16.499.0000000;25
20221126;180000;16.498.0000000;16.514.0000000;16.491.0000000;16.511.0000000;11
20221126;190000;16.510.0000000;16.513.0000000;16.458.0000000;16.467.0000000;14
20221126;200000;16.463.0000000;16.483.0000000;16.420.0000000;16.481.0000000;40
20221126;210000;16.480.0000000;16.500.0000000;16.480.0000000;16.499.0000000;41
20221126;220000;16.499.0000000;16.531.0000000;16.498.0000000;16.509.0000000;33
20221126;230000;16.509.0000000;16.511.0000000;16.387.0000000;16.419.0000000;90
20221127;000000;16.418.0000000;16.473.0000000;16.418.0000000;16.454.0000000;70
20221127;010000;16.451.0000000;16.487.0000000;16.449.0000000;16.462.0000000;33
20221127;020000;16.462.0000000;16.496.0000000;16.462.0000000;16.480.0000000;23
20221127;030000;16.482.0000000;16.521.0000000;16.482.0000000;16.521.0000000;20
20221127;040000;16.520.0000000;16.552.0000000;16.518.0000000;16.518.0000000;36
20221127;050000;16.519.0000000;16.584.0000000;16.519.0000000;16.561.0000000;54
20221127;060000;16.556.0000000;16.566.0000000;16.533.0000000;16.533.0000000;35
20221127;070000;16.535.0000000;16.582.0000000;16.535.0000000;16.556.0000000;20
20221127;080000;16.555.0000000;16.564.0000000;16.552.0000000;16.561.0000000;8
20221127;090000;16.561.0000000;16.570.0000000;16.520.0000000;16.524.0000000;20
20221127;100000;16.523.0000000;16.533.0000000;16.513.0000000;16.518.0000000;15
20221127;110000;16.518.0000000;16.574.0000000;16.511.0000000;16.536.0000000;39
20221127;120000;16.533.0000000;16.546.0000000;16.523.0000000;16.540.0000000;19
20221127;130000;16.541.0000000;16.562.0000000;16.535.0000000;16.551.0000000;7
20221127;140000;16.556.0000000;16.556.0000000;16.520.0000000;16.532.0000000;33
20221127;150000;16.532.0000000;16.540.0000000;16.515.0000000;16.531.0000000;38
20221127;160000;16.529.0000000;16.568.0000000;16.516.0000000;16.563.0000000;52
20221127;170000;16.562.0000000;16.568.0000000;16.531.0000000;16.532.0000000;25
20221127;180000;16.532.0000000;16.538.0000000;16.518.0000000;16.525.0000000;50
20221127;190000;16.525.0000000;16.556.0000000;16.525.0000000;16.556.0000000;23
20221127;200000;16.556.0000000;16.557.0000000;16.532.0000000;16.546.0000000;15
20221127;210000;16.546.0000000;16.562.0000000;16.542.0000000;16.558.0000000;24
20221127;220000;16.558.0000000;16.584.0000000;16.556.0000000;16.575.0000000;33
20221127;230000;16.575.0000000;16.587.0000000;16.563.0000000;16.574.0000000;8
20221128;000000;16.574.0000000;16.574.0000000;16.402.0000000;16.424.0000000;140
20221128;010000;16.420.0000000;16.477.0000000;16.420.0000000;16.446.0000000;58
20221128;020000;16.446.0000000;16.459.0000000;16.092.0000000;16.135.0000000;417
20221128;030000;16.128.0000000;16.168.0000000;16.052.0000000;16.111.0000000;173
20221128;040000;16.112.0000000;16.191.0000000;16.104.0000000;16.173.0000000;56
20221128;050000;16.173.0000000;16.230.0000000;16.168.0000000;16.197.0000000;83
20221128;060000;16.197.0000000;16.212.0000000;16.150.0000000;16.153.0000000;62
20221128;070000;16.155.0000000;16.201.0000000;16.143.0000000;16.199.0000000;33
20221128;080000;16.201.0000000;16.216.0000000;16.187.0000000;16.214.0000000;16
20221128;090000;16.215.0000000;16.242.0000000;16.191.0000000;16.224.0000000;30
20221128;100000;16.225.0000000;16.232.0000000;16.209.0000000;16.215.0000000;23
20221128;110000;16.214.0000000;16.214.0000000;16.182.0000000;16.189.0000000;26
20221128;120000;16.190.0000000;16.216.0000000;16.190.0000000;16.207.0000000;17
20221128;130000;16.199.0000000;16.216.0000000;16.152.0000000;16.172.0000000;38
20221128;140000;16.172.0000000;16.198.0000000;16.150.0000000;16.175.0000000;75
20221128;150000;16.178.0000000;16.284.0000000;16.167.0000000;16.210.0000000;126
20221128;160000;16.209.0000000;16.224.0000000;16.126.0000000;16.135.0000000;166
20221128;170000;16.138.0000000;16.360.0000000;16.004.0000000;16.303.0000000;561
20221128;180000;16.303.0000000;16.360.0000000;16.196.0000000;16.201.0000000;184
20221128;190000;16.202.0000000;16.222.0000000;16.148.0000000;16.156.0000000;59
20221128;200000;16.159.0000000;16.230.0000000;16.148.0000000;16.211.0000000;38
20221128;210000;16.212.0000000;16.253.0000000;16.197.0000000;16.252.0000000;45
20221128;220000;16.245.0000000;16.247.0000000;16.189.0000000;16.203.0000000;26
20221128;230000;16.202.0000000;16.224.0000000;16.194.0000000;16.217.0000000;11
20221129;000000;16.220.0000000;16.238.0000000;16.198.0000000;16.210.0000000;23
20221129;010000;16.205.0000000;16.214.0000000;16.102.0000000;16.172.0000000;72
20221129;020000;16.176.0000000;16.283.0000000;16.168.0000000;16.243.0000000;70
20221129;030000;16.244.0000000;16.283.0000000;16.240.0000000;16.256.0000000;45
20221129;040000;16.257.0000000;16.287.0000000;16.253.0000000;16.277.0000000;32
20221129;050000;16.279.0000000;16.471.0000000;16.273.0000000;16.428.0000000;127
20221129;060000;16.428.0000000;16.517.0000000;16.428.0000000;16.474.0000000;67
20221129;070000;16.481.0000000;16.502.0000000;16.446.0000000;16.460.0000000;51
20221129;080000;16.458.0000000;16.491.0000000;16.453.0000000;16.456.0000000;35
20221129;090000;16.459.0000000;16.527.0000000;16.426.0000000;16.491.0000000;84
20221129;100000;16.492.0000000;16.519.0000000;16.478.0000000;16.514.0000000;66
20221129;110000;16.514.0000000;16.523.0000000;16.484.0000000;16.504.0000000;34
20221129;120000;16.502.0000000;16.529.0000000;16.487.0000000;16.488.0000000;29
20221129;130000;16.488.0000000;16.499.0000000;16.471.0000000;16.481.0000000;21
20221129;140000;16.481.0000000;16.481.0000000;16.382.0000000;16.402.0000000;99
20221129;150000;16.404.0000000;16.449.0000000;16.337.0000000;16.358.0000000;163
20221129;160000;16.357.0000000;16.445.0000000;16.344.0000000;16.390.0000000;141
20221129;170000;16.390.0000000;16.416.0000000;16.343.0000000;16.402.0000000;73
20221129;180000;16.401.0000000;16.416.0000000;16.357.0000000;16.372.0000000;57
20221129;190000;16.370.0000000;16.416.0000000;16.355.0000000;16.412.0000000;59
20221129;200000;16.416.0000000;16.459.0000000;16.416.0000000;16.421.0000000;38
20221129;210000;16.423.0000000;16.489.0000000;16.421.0000000;16.487.0000000;93
20221129;220000;16.487.0000000;16.489.0000000;16.453.0000000;16.459.0000000;43
20221129;230000;16.458.0000000;16.487.0000000;16.457.0000000;16.487.0000000;40
20221130;000000;16.487.0000000;16.505.0000000;16.434.0000000;16.434.0000000;49
20221130;010000;16.437.0000000;16.866.0000000;16.430.0000000;16.839.0000000;316
20221130;020000;16.843.0000000;16.930.0000000;16.823.0000000;16.878.0000000;195
20221130;030000;16.878.0000000;17.072.0000000;16.878.0000000;16.962.0000000;242
20221130;040000;16.969.0000000;16.969.0000000;16.841.0000000;16.841.0000000;109
20221130;050000;16.842.0000000;16.883.0000000;16.822.0000000;16.871.0000000;84
20221130;060000;16.870.0000000;16.898.0000000;16.862.0000000;16.862.0000000;33
20221130;070000;16.862.0000000;16.863.0000000;16.830.0000000;16.858.0000000;29
20221130;080000;16.858.0000000;16.907.0000000;16.858.0000000;16.886.0000000;26
20221130;090000;16.885.0000000;16.920.0000000;16.875.0000000;16.887.0000000;92
20221130;100000;16.887.0000000;16.895.0000000;16.845.0000000;16.873.0000000;70
20221130;110000;16.873.0000000;16.894.0000000;16.867.0000000;16.879.0000000;43
20221130;120000;16.879.0000000;16.896.0000000;16.877.0000000;16.877.0000000;27
20221130;130000;16.882.0000000;16.886.0000000;16.772.0000000;16.782.0000000;92
20221130;140000;16.778.0000000;16.888.0000000;16.771.0000000;16.810.0000000;195
20221130;150000;16.811.0000000;16.875.0000000;16.808.0000000;16.848.0000000;94
20221130;160000;16.843.0000000;16.865.0000000;16.808.0000000;16.863.0000000;91
20221130;170000;16.863.0000000;16.898.0000000;16.836.0000000;16.861.0000000;135
20221130;180000;16.862.0000000;16.872.0000000;16.726.0000000;16.790.0000000;207
20221130;190000;16.790.0000000;16.960.0000000;16.722.0000000;16.926.0000000;425
20221130;200000;16.924.0000000;17.143.0000000;16.924.0000000;17.056.0000000;438
20221130;210000;17.056.0000000;17.095.0000000;17.035.0000000;17.095.0000000;98
20221130;220000;17.087.0000000;17.106.0000000;17.029.0000000;17.106.0000000;211
20221130;230000;17.107.0000000;17.221.0000000;17.075.0000000;17.157.0000000;155
20221201;000000;17.155.0000000;17.223.0000000;17.116.0000000;17.170.0000000;249
20221201;010000;17.166.0000000;17.230.0000000;17.131.0000000;17.161.0000000;243
20221201;020000;17.161.0000000;17.167.0000000;17.112.0000000;17.113.0000000;91
20221201;030000;17.116.0000000;17.140.0000000;17.093.0000000;17.124.0000000;83
20221201;040000;17.124.0000000;17.168.0000000;17.123.0000000;17.146.0000000;56
20221201;050000;17.151.0000000;17.165.0000000;17.136.0000000;17.141.0000000;38
20221201;060000;17.142.0000000;17.149.0000000;17.066.0000000;17.115.0000000;51
20221201;070000;17.112.0000000;17.124.0000000;17.090.0000000;17.119.0000000;19
20221201;080000;17.118.0000000;17.119.0000000;17.069.0000000;17.070.0000000;36
20221201;090000;17.068.0000000;17.128.0000000;17.061.0000000;17.113.0000000;52
20221201;100000;17.113.0000000;17.114.0000000;17.091.0000000;17.111.0000000;47
20221201;110000;17.109.0000000;17.113.0000000;17.093.0000000;17.095.0000000;23
20221201;120000;17.096.0000000;17.104.0000000;17.050.0000000;17.104.0000000;56
20221201;130000;17.104.0000000;17.151.0000000;17.103.0000000;17.139.0000000;116
20221201;140000;17.139.0000000;17.250.0000000;16.974.0000000;17.091.0000000;508
20221201;150000;17.088.0000000;17.137.0000000;17.028.0000000;17.110.0000000;167
20221201;160000;17.109.0000000;17.136.0000000;16.901.0000000;16.974.0000000;302
20221201;170000;16.975.0000000;16.995.0000000;16.924.0000000;16.983.0000000;123
20221201;180000;16.984.0000000;16.986.0000000;16.933.0000000;16.968.0000000;161
20221201;190000;16.968.0000000;16.973.0000000;16.914.0000000;16.934.0000000;87
20221201;200000;16.933.0000000;16.959.0000000;16.898.0000000;16.950.0000000;107
20221201;210000;16.950.0000000;16.961.0000000;16.895.0000000;16.911.0000000;174
20221201;220000;16.911.0000000;16.938.0000000;16.864.0000000;16.930.0000000;164
20221201;230000;16.928.0000000;16.981.0000000;16.927.0000000;16.968.0000000;74
20221202;000000;16.973.0000000;16.977.0000000;16.947.0000000;16.977.0000000;47
20221202;010000;16.976.0000000;17.040.0000000;16.960.0000000;17.040.0000000;54
20221202;020000;17.042.0000000;17.042.0000000;16.877.0000000;16.925.0000000;173
20221202;030000;16.928.0000000;16.939.0000000;16.866.0000000;16.918.0000000;108
20221202;040000;16.922.0000000;16.932.0000000;16.898.0000000;16.905.0000000;44
20221202;050000;16.905.0000000;16.934.0000000;16.887.0000000;16.934.0000000;55
20221202;060000;16.934.0000000;16.944.0000000;16.929.0000000;16.935.0000000;22
20221202;070000;16.937.0000000;16.949.0000000;16.913.0000000;16.913.0000000;25
20221202;080000;16.913.0000000;16.971.0000000;16.913.0000000;16.961.0000000;44
20221202;090000;16.961.0000000;16.971.0000000;16.943.0000000;16.967.0000000;37
20221202;100000;16.968.0000000;16.987.0000000;16.964.0000000;16.968.0000000;23
20221202;110000;16.970.0000000;16.973.0000000;16.954.0000000;16.965.0000000;14
20221202;120000;16.967.0000000;17.042.0000000;16.962.0000000;17.000.0000000;110
20221202;130000;17.002.0000000;17.044.0000000;16.993.0000000;17.036.0000000;68
20221202;140000;17.035.0000000;17.102.0000000;16.800.0000000;16.897.0000000;370
20221202;150000;16.893.0000000;16.973.0000000;16.862.0000000;16.911.0000000;102
20221202;160000;16.913.0000000;16.977.0000000;16.900.0000000;16.943.0000000;93
20221202;170000;16.946.0000000;16.946.0000000;16.907.0000000;16.937.0000000;39
